Country Name,Country Code,Indicator Name,Indicator Code,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Paraguay,PRY,"Wage and salaried workers, total (% of total employment) (modeled ILO estimate)",SL.EMP.WORK.ZS,45.25999832,45.15999985,45.22000122,45.31000137,45.52999878,45.38000107,45.45999908,45.15000153,44.70000076,44.13000107,43.61000061,43.50999832,45.18000031,43.88000107,47.06999969,47.36999893,49.00999832,51.95999908,49.34000015,52.68999863,53.43000031,52.20999908,55.43999863,56.29999924,56.22999954,55.77000046,56.06999969,56.93999863,56.99000168,
West Bank and Gaza,PSE,"Wage and salaried workers, total (% of total employment) (modeled ILO estimate)",SL.EMP.WORK.ZS,62.88999939,63.20000076,63.29999924,63.77999878,63.97999954,63.81000137,64.33000183,65.18000031,65.80999756,65.52999878,61.08000183,58.50999832,56.40999985,57.59999847,58.83000183,58.49000168,59.25,64.58000183,66.5,67.58000183,66.54000092,66.80999756,68.05000305,67.62999725,68.63999939,69.45999908,70.41999817,69.73999786,71.44000244,
Pacific island small states,PSS,"Wage and salaried workers, total (% of total employment) (modeled ILO estimate)",SL.EMP.WORK.ZS,44.5333336,44.72433198,44.67742676,44.96244271,45.17531775,45.26702118,44.93034186,44.86985191,44.99374768,43.97827645,43.09072595,42.51608146,42.67044371,43.054536,43.10308919,43.34264274,43.34607066,43.49660644,42.33544624,42.59130813,42.95521143,43.0938634,43.47919641,43.80119209,44.17681161,44.62880042,45.36249668,45.98968503,46.41750121,
Post-demographic dividend,PST,"Wage and salaried workers, total (% of total employment) (modeled ILO estimate)",SL.EMP.WORK.ZS,84.35491159,84.52033095,84.63316889,84.66966788,84.78916564,84.88522389,84.93275717,85.09352567,85.24414418,85.47361037,85.57725529,85.68449566,85.62232569,85.68039731,85.85617833,86.10858709,86.35553311,86.58590174,86.56881425,86.68045023,86.79060457,86.84741366,87.00215206,87.22461593,87.41262701,87.54895505,87.71030451,87.83841577,87.98022701,
French Polynesia,PYF,"Wage and salaried workers, total (% of total employment) (modeled ILO estimate)",SL.EMP.WORK.ZS,76.33000183,76.19000244,76.04000092,75.98000336,76,76.11000061,76.80999756,77.68000031,78.48000336,79.29000092,80,80.69000244,81.43000031,82.12999725,82.79000092,83.41999817,84.08000183,84.62999725,84.94999695,85.19000244,85.31999969,85.47000122,85.63999939,85.80999756,86.01999664,86.23000336,86.48999786,86.75,87.01000214,
Qatar,QAT,"Wage and salaried workers, total (% of total employment) (modeled ILO estimate)",SL.EMP.WORK.ZS,98.69999695,98.70999908,98.69999695,98.69999695,98.69999695,98.69999695,98.75,98.77999878,98.80999756,98.84999847,98.86000061,98.87000275,98.86000061,98.87000275,98.97000122,99.06999969,99.16000366,99.23999786,99.30000305,99.37000275,99.43000031,99.47000122,99.51000214,99.55999756,99.58000183,99.58999634,99.58000183,99.58999634,99.58999634,
Romania,ROU,"Wage and salaried workers, total (% of total employment) (modeled ILO estimate)",SL.EMP.WORK.ZS,69.37999725,63.36999893,63.45999908,64.87000275,61.63000107,62.91999817,59.54999924,57.93999863,55.81999969,53.88999939,53.90000153,60.22000122,60.45999908,65.38999939,64.61000061,66.13999939,66.26000214,67.41999817,67.22000122,64.83000183,66.80999756,66.63999939,67.18000031,67.91999817,71.02999878,73.38999939,73.69999695,74.77999878,75.76999664,
Russian Federation,RUS,"Wage and salaried workers, total (% of total employment) (modeled ILO estimate)",SL.EMP.WORK.ZS,99.26000214,99.13999939,98.58999634,98.04000092,97.58999634,97.37000275,95.83999634,95.90000153,88.25,88.97000122,90.87999725,91.13999939,91.54000092,91.5,91.25,91.48000336,91.69999695,91.68000031,91.43000031,93.23999786,92.95999908,93.12999725,92.76000214,92.81999969,92.80000305,92.51999664,93.38999939,93.18000031,91.84999847,
Rwanda,RWA,"Wage and salaried workers, total (% of total employment) (modeled ILO estimate)",SL.EMP.WORK.ZS,5.550000191,5.760000229,5.829999924,5.420000076,5.449999809,6.179999828,7.170000076,8.029999733,8.699999809,9.359999657,10.55000019,12.11999989,12.68999958,13.93999958,15.38000011,16.94000053,18.67000008,20.29999924,21.62000084,23.32999992,25.5,27.13999939,28.79999924,30.70999908,31.59000015,32.02999878,32.20999908,32.93999863,33.70999908,
South Asia,SAS,"Wage and salaried workers, total (% of total employment) (modeled ILO estimate)",SL.EMP.WORK.ZS,18.40753658,18.42771156,18.45347255,18.58959635,18.62601986,18.77908353,18.96271258,18.92726678,19.13937777,19.23854779,19.31489819,19.65450198,19.78923997,19.80366171,19.94925913,20.28288763,20.58579114,20.62106203,20.9246564,21.21024477,22.31535657,23.59585472,24.24308157,24.8114663,25.3618555,25.89707682,26.79729502,27.71635434,28.40049284,
Saudi Arabia,SAU,"Wage and salaried workers, total (% of total employment) (modeled ILO estimate)",SL.EMP.WORK.ZS,91.79000092,91.93000031,92.01000214,92.08999634,92.15000153,92.23000336,92.26000214,92.30999756,92.30000305,92.41999817,92.37999725,92.31999969,92.48999786,92.65000153,92.80000305,92.86000061,92.91999817,93.06999969,93.09999847,93.51999664,93.98000336,94.33999634,94.69000244,94.98000336,95.19999695,95.27999878,95.31999969,95.37000275,95.37999725,
Sudan,SDN,"Wage and salaried workers, total (% of total employment) (modeled ILO estimate)",SL.EMP.WORK.ZS,37.54000092,37.68000031,37.75999832,37.58000183,37.63999939,37.72000122,38.13999939,38.20999908,38.16999817,38.38000107,38.65000153,38.90999985,39.31000137,39.34000015,39.68000031,40.29000092,41.08000183,41.61000061,41.72000122,41.40000153,42.43000031,43.45000076,43.86999893,44.13999939,44.63000107,45.15000153,45.72999954,45.72999954,45.65999985,
Senegal,SEN,"Wage and salaried workers, total (% of total employment) (modeled ILO estimate)",SL.EMP.WORK.ZS,12.35000038,13.01000023,13.76000023,14.97999954,15.71000004,16.45999908,17.23999977,18.40999985,19.62000084,20.55999947,21.71999931,22.35000038,22.93000031,23.96999931,24.64999962,25.39999962,26.39999962,27.04999924,27.95000076,28.79999924,29.89999962,30.76000023,31.39999962,32.5,33.43000031,34.11000061,34.95000076,35.63000107,36.34000015,
Singapore,SGP,"Wage and salaried workers, total (% of total employment) (modeled ILO estimate)",SL.EMP.WORK.ZS,86.65000153,86.45999908,86.44000244,86.33999634,88.44999695,85.31999969,86.05000305,85.48999786,84.40000153,84.62999725,84.62999725,84.84999847,85.05999756,84.44000244,84.65000153,84.90000153,84.62000275,84.91999817,85.25,85.5,85,84.68000031,85.08000183,85.37999725,86.01000214,85.87000275,85.34999847,85.97000122,86.54000092,
Solomon Islands,SLB,"Wage and salaried workers, total (% of total employment) (modeled ILO estimate)",SL.EMP.WORK.ZS,23.68000031,24.55999947,24.77000046,25.54999924,26.31999969,26.37999916,25.96999931,26.02000046,25.68000031,22.89999962,20.37999916,19.04000092,19.92000008,20.62000084,21.56999969,23.02000046,24.70000076,26.46999931,25.26000023,26.84000015,30,31.29999924,32.22999954,32.75,33.34000015,34.15000153,35.13000107,36.22000122,37.09000015,
Sierra Leone,SLE,"Wage and salaried workers, total (% of total employment) (modeled ILO estimate)",SL.EMP.WORK.ZS,8.670000076,8.420000076,8.380000114,8.289999962,8.079999924,8.039999962,7.840000153,7.78000021,7.630000114,7.730000019,7.260000229,7.739999771,8.069999695,8.329999924,8.350000381,8.359999657,8.510000229,8.489999771,8.449999809,8.729999542,8.899999619,10.10000038,11.55000019,11.11999989,9.25,9.590000153,9.449999809,9.489999771,9.649999619,
El Salvador,SLV,"Wage and salaried workers, total (% of total employment) (modeled ILO estimate)",SL.EMP.WORK.ZS,58.15999985,58.13000107,58.36999893,55.95999908,57.29000092,57.27000046,57.65000153,57.56000137,57.41999817,57.25999832,57.13000107,56.09999847,58.65999985,60.04000092,56.84999847,60.16999817,59.02000046,58.40999985,57.40000153,58.22000122,58.33000183,58.25,58.09999847,60.43999863,59.58000183,59.99000168,59.75999832,61.15000153,60.86999893,
San Marino,SMR,"Wage and salaried workers, total (% of total employment) (modeled ILO estimate)",SL.EMP.WORK.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Somalia,SOM,"Wage and salaried workers, total (% of total employment) (modeled ILO estimate)",SL.EMP.WORK.ZS,8.289999962,8.100000381,8.050000191,7.71999979,7.619999886,7.590000153,7.409999847,7.340000153,7.28000021,7.21999979,7.179999828,7.170000076,7.28000021,7.380000114,7.489999771,7.590000153,6.710000038,7.019999981,7.360000134,7.71999979,8.109999657,8.090000153,8.100000381,8.119999886,8.180000305,8.229999542,8.229999542,8.279999733,8.329999924,
Serbia,SRB,"Wage and salaried workers, total (% of total employment) (modeled ILO estimate)",SL.EMP.WORK.ZS,64.94999695,63.45000076,61.20999908,60.43999863,61.38999939,61.40000153,61.61999893,61.74000168,60.06000137,60.56999969,61.13000107,61.68000031,62.06999969,63.11000061,63.84000015,64.54000092,65.47000122,66.16999817,67.86000061,67.55999756,69.88999939,69.61000061,67.55999756,68.29000092,69.83999634,68.65000153,69.43000031,71.73999786,72.30000305,
Sub-Saharan Africa (excluding high income),SSA,"Wage and salaried workers, total (% of total employment) (modeled ILO estimate)",SL.EMP.WORK.ZS,18.47889768,18.4540504,18.36117224,18.34783808,18.41636442,18.69064492,18.68133638,18.59404368,18.71548531,18.89849027,18.88754372,18.74504485,18.88855307,19.35633956,19.53268087,19.76237618,20.28336475,20.91034381,20.86669318,21.43480548,22.26949743,22.75771124,23.08174427,23.50567693,23.64920628,23.83098402,24.30404301,24.73610015,24.96951506,
South Sudan,SSD,"Wage and salaried workers, total (% of total employment) (modeled ILO estimate)",SL.EMP.WORK.ZS,6.130000114,6.25,6.360000134,6.389999866,6.5,6.579999924,6.760000229,6.769999981,6.710000038,6.75,6.820000172,6.900000095,7.050000191,7.03000021,7.130000114,7.340000153,7.650000095,7.880000114,8.010000229,7.900000095,7.980000019,7.909999847,8.619999886,9.119999886,8.979999542,8.340000153,7.989999771,7.849999905,8.430000305,
Sub-Saharan Africa,SSF,"Wage and salaried workers, total (% of total employment) (modeled ILO estimate)",SL.EMP.WORK.ZS,18.47889768,18.4540504,18.36117224,18.34783808,18.41636442,18.69064492,18.68133638,18.59404368,18.71548531,18.89849027,18.88754372,18.74504485,18.88855307,19.35633956,19.53268087,19.76237618,20.28336475,20.91034381,20.86669318,21.43480548,22.26949743,22.75771124,23.08174427,23.50567693,23.64920628,23.83098402,24.30404301,24.73610015,24.96951506,
Small states,SST,"Wage and salaried workers, total (% of total employment) (modeled ILO estimate)",SL.EMP.WORK.ZS,61.1707534,60.96599587,60.90601156,61.01084341,61.5207982,61.79738457,61.9248784,61.83164414,61.48224137,61.60336997,61.80322768,61.96857592,61.95097505,62.35941791,62.97061665,63.63790995,64.57710629,65.21540928,65.41389023,65.97101856,66.35623026,66.72175681,66.83996844,67.17236606,67.37125122,67.57245811,67.48693901,67.39425829,67.33329578,
Sao Tome and Principe,STP,"Wage and salaried workers, total (% of total employment) (modeled ILO estimate)",SL.EMP.WORK.ZS,19.87000084,20.04000092,20.11000061,20.29000092,20.43000031,20.55999947,20.48999977,20.88999939,21.39999962,21.85000038,22.97999954,23.23999977,24.01000023,24.95000076,26.07999992,27.60000038,28.77000046,30.60000038,32.15000153,33.31999969,34.43000031,35.40000153,36.59999847,38.13000107,39.06999969,40.25,41.29999924,42.20999908,43.08000183,
Suriname,SUR,"Wage and salaried workers, total (% of total employment) (modeled ILO estimate)",SL.EMP.WORK.ZS,81.36000061,81.38999939,80.98999786,82.51999664,83.87000275,81.08999634,80,82.44999695,82.41000366,82.61000061,82.84999847,83.04000092,83.36000061,83.84999847,84.09999847,84.40000153,84.63999939,84.87000275,84.98000336,85.23000336,85.51000214,85.63999939,85.76999664,85.73000336,85.83000183,85.41999817,85.48000336,85.55000305,85.45999908,
Slovak Republic,SVK,"Wage and salaried workers, total (% of total employment) (modeled ILO estimate)",SL.EMP.WORK.ZS,93.27999878,93.26999664,93.25,93.23999786,93.23000336,93.25,93.19000244,93.15000153,92.41999817,92.09999847,91.48000336,91.51999664,90.48999786,87.88999939,87.31999969,87.34999847,87.11000061,86.23000336,84.33000183,84.02999878,84,84.48000336,84.38999939,84.55000305,84.84999847,84.56999969,84.73999786,85.19000244,84.94999695,
Slovenia,SVN,"Wage and salaried workers, total (% of total employment) (modeled ILO estimate)",SL.EMP.WORK.ZS,84.81999969,84.69000244,84.62000275,82.37000275,83.11000061,83.12999725,81.29000092,80.79000092,81.54000092,83.94000244,82.91999817,83.75,85.98999786,84.37999725,84.86000061,83.80000305,84.11000061,85.87999725,83.80999756,82.73999786,83.19000244,83.76000214,83.12000275,81.43000031,83.5,85.80999756,85.41999817,84.80000305,86.33000183,
Sweden,SWE,"Wage and salaried workers, total (% of total employment) (modeled ILO estimate)",SL.EMP.WORK.ZS,87.54000092,87.51000214,87.45999908,87.58000183,87.73999786,87.76999664,88.23999786,88.58999634,88.52999878,88.91999817,89.30999756,89.30999756,89.62000275,89.5,89.22000122,89.30000305,89.40000153,89.58999634,89.30999756,89.05000305,89.58000183,89.55000305,89.41000366,89.66999817,89.75,90.01000214,90.13999939,90.27999878,90.16000366,
Eswatini,SWZ,"Wage and salaried workers, total (% of total employment) (modeled ILO estimate)",SL.EMP.WORK.ZS,79,78.93000031,78.73000336,78.68000031,78.31999969,78.20999908,77.77999878,76.91999817,76.16000366,75.19000244,74.22000122,73.40000153,72.80999756,71.94999695,71.34999847,70.83000183,70.23999786,69.76999664,69.08999634,68.68000031,68.01999664,67.37000275,66.86000061,66.12000275,65.41999817,64.73000336,64.81999969,64.87999725,64.94999695,
Sint Maarten (Dutch part),SXM,"Wage and salaried workers, total (% of total employment) (modeled ILO estimate)",SL.EMP.WORK.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seychelles,SYC,"Wage and salaried workers, total (% of total employment) (modeled ILO estimate)",SL.EMP.WORK.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Syrian Arab Republic,SYR,"Wage and salaried workers, total (% of total employment) (modeled ILO estimate)",SL.EMP.WORK.ZS,47.34999847,47.79000092,47.93000031,48.24000168,48.54000092,48.63999939,48.68000031,49.25,48.81999969,48.66999817,49.24000168,50.74000168,51.68999863,52.99000168,54.36999893,55.59000015,53.74000168,61.77000046,61.81999969,63.18999863,62.59999847,61.90000153,60.06000137,59.13000107,58.86000061,58.95000076,59.13999939,59.79000092,60.45000076,
Turks and Caicos Islands,TCA,"Wage and salaried workers, total (% of total employment) (modeled ILO estimate)",SL.EMP.WORK.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chad,TCD,"Wage and salaried workers, total (% of total employment) (modeled ILO estimate)",SL.EMP.WORK.ZS,5.369999886,5.309999943,5.050000191,5.119999886,5.150000095,5.110000134,5.179999828,5.210000038,5.170000076,4.989999771,5.300000191,5.5,6.099999905,7.96999979,8.829999924,9.149999619,9.399999619,9.550000191,8.550000191,9.680000305,9.859999657,10.34000015,9.300000191,9.489999771,9.409999847,8.220000267,7.599999905,7.429999828,7.400000095,
East Asia & Pacific (IDA & IBRD countries),TEA,"Wage and salaried workers, total (% of total employment) (modeled ILO estimate)",SL.EMP.WORK.ZS,29.79728862,30.8165944,31.97648303,33.03063284,34.01594106,34.95021818,35.7561227,35.92631396,36.28370998,36.8797435,37.79909336,38.43695452,39.19660575,40.48582108,41.72192359,42.91189537,44.14315643,45.04522924,45.98009525,47.02524476,48.07397869,48.96119006,49.77545489,50.40167136,51.30274385,51.83308303,52.23397264,52.78945938,53.72734215,
Europe & Central Asia (IDA & IBRD countries),TEC,"Wage and salaried workers, total (% of total employment) (modeled ILO estimate)",SL.EMP.WORK.ZS,82.37205415,81.69877401,80.97967115,79.86318392,78.92088837,78.37195305,77.01009071,76.46377096,73.51651057,73.55677273,73.89735923,74.64860326,74.91970465,75.6244992,75.85022394,76.40295905,77.04893494,77.3633515,77.06881213,77.65374721,77.67378607,78.10928806,78.08775058,78.90241384,79.24542524,79.44858383,79.88817547,80.17296177,80.05303308,
Togo,TGO,"Wage and salaried workers, total (% of total employment) (modeled ILO estimate)",SL.EMP.WORK.ZS,11.43999958,11.28999996,10.76000023,10.97000027,11.18999958,11.23999977,11.47999954,10.97999954,10.86999989,11.05000019,10.69999981,10.89000034,11.14999962,10.94999981,10.43000031,10.73999977,11.43000031,11.96000004,12.73999977,13.63000011,14.96000004,16.09000015,17.44000053,18.56999969,19.73999977,21.20000076,22.34000015,23.03000069,23.56999969,
Thailand,THA,"Wage and salaried workers, total (% of total employment) (modeled ILO estimate)",SL.EMP.WORK.ZS,30.70999908,31.22999954,34.33000183,34.75999832,35.65000153,37.70000076,37.65999985,36.5,38.25999832,39.61000061,40.49000168,40.06999969,40.63999939,43.93999863,43.79000092,43.75999832,43.70999908,43.31000137,44.72000122,44.54999924,42.33000183,41.66999817,44.68000031,47.36000061,48.41999817,49.06000137,49.40000153,48.52999878,49.72000122,
Tajikistan,TJK,"Wage and salaried workers, total (% of total employment) (modeled ILO estimate)",SL.EMP.WORK.ZS,68.09999847,66.94000244,65.63999939,63.97000122,61.91999817,59.29000092,57.02000046,55.13000107,53.34999847,52.43000031,52.18000031,52.56000137,53.34000015,54.59000015,55.59999847,56.50999832,57.45000076,58.47000122,59.06999969,59.77000046,60.65999985,61.63999939,62.70999908,63.86999893,65,66.25,67.73999786,69.34999847,71.06999969,
Turkmenistan,TKM,"Wage and salaried workers, total (% of total employment) (modeled ILO estimate)",SL.EMP.WORK.ZS,70.19000244,69.09999847,67.83999634,66.37000275,64.38999939,62.91999817,60.83000183,59.15000153,58.16999817,56.79000092,56.15999985,55.49000168,54.81999969,54.47999954,54.5,55.09999847,55.77999878,56.38000107,57.18999863,58.18999863,59.24000168,60.45999908,61.70999908,62.93000031,64.05999756,65.08999634,66.12999725,67.09999847,68.05999756,
Latin America & the Caribbean (IDA & IBRD countries),TLA,"Wage and salaried workers, total (% of total employment) (modeled ILO estimate)",SL.EMP.WORK.ZS,57.73808183,57.58924587,57.4859936,58.05036581,58.3026436,58.93434223,58.76006234,58.96953526,58.70503653,59.26095707,59.02746617,58.93986387,58.96368895,59.46084408,59.89291442,60.7202563,61.62047265,62.14387158,61.84257265,62.23577904,62.56432588,63.3182017,63.44108464,63.76746684,63.32564405,62.79692906,62.28827422,61.98828782,61.84999334,
Timor-Leste,TLS,"Wage and salaried workers, total (% of total employment) (modeled ILO estimate)",SL.EMP.WORK.ZS,18.86000061,19.47999954,20.17000008,20.96999931,21.92000008,23.25,24.09000015,24.18000031,19.73999977,21.47999954,24.02000046,22.18000031,21.43000031,21.11000061,21.46999931,20.15999985,21.95999908,24.20999908,26.37999916,28.59000015,29.42000008,30.27000046,30.35000038,30.80999947,31,31.52000046,30.62000084,30.28000069,30.87999916,
Middle East & North Africa (IDA & IBRD countries),TMN,"Wage and salaried workers, total (% of total employment) (modeled ILO estimate)",SL.EMP.WORK.ZS,55.63349689,55.67919141,55.68287751,55.8552498,55.94506205,56.48004151,56.77064748,56.81683093,56.83626113,56.41005548,56.72069073,56.45166605,56.04282081,55.72714592,56.77189943,58.10095425,57.3904031,58.69080139,59.08983747,60.23078725,60.09264562,60.7096369,60.62625624,60.63883239,61.17160134,62.99678166,62.49431721,62.47898355,62.5055782,
Tonga,TON,"Wage and salaried workers, total (% of total employment) (modeled ILO estimate)",SL.EMP.WORK.ZS,39.34000015,39.33000183,39.61999893,40.06000137,40.47999954,40.56000137,40.59999847,40.97999954,41.56999969,42.18999863,42.95000076,43.74000168,44.36000061,44.54999924,45.00999832,45.06999969,44.47000122,45,45.50999832,46.36000061,47.25,47.97999954,48.09999847,48.90000153,49.90000153,50.84000015,51.66999817,52.15000153,52.49000168,
South Asia (IDA & IBRD),TSA,"Wage and salaried workers, total (% of total employment) (modeled ILO estimate)",SL.EMP.WORK.ZS,18.40753658,18.42771156,18.45347255,18.58959635,18.62601986,18.77908353,18.96271258,18.92726678,19.13937777,19.23854779,19.31489819,19.65450198,19.78923997,19.80366171,19.94925913,20.28288763,20.58579114,20.62106203,20.9246564,21.21024477,22.31535657,23.59585472,24.24308157,24.8114663,25.3618555,25.89707682,26.79729502,27.71635434,28.40049284,
Sub-Saharan Africa (IDA & IBRD countries),TSS,"Wage and salaried workers, total (% of total employment) (modeled ILO estimate)",SL.EMP.WORK.ZS,18.47889768,18.4540504,18.36117224,18.34783808,18.41636442,18.69064492,18.68133638,18.59404368,18.71548531,18.89849027,18.88754372,18.74504485,18.88855307,19.35633956,19.53268087,19.76237618,20.28336475,20.91034381,20.86669318,21.43480548,22.26949743,22.75771124,23.08174427,23.50567693,23.64920628,23.83098402,24.30404301,24.73610015,24.96951506,
Trinidad and Tobago,TTO,"Wage and salaried workers, total (% of total employment) (modeled ILO estimate)",SL.EMP.WORK.ZS,76.73999786,75.69999695,74.65000153,75.02999878,75.23999786,76.41999817,76.94000244,77.97000122,77.37000275,77.55999756,77.18000031,78.18000031,78.80999756,79.61000061,79.91000366,80.25,79.98999786,79.66000366,79.20999908,78.51000214,78.19000244,79.79000092,78.5,78.51999664,77.80000305,76.48000336,75.91999817,75.54000092,75.23000336,
Tunisia,TUN,"Wage and salaried workers, total (% of total employment) (modeled ILO estimate)",SL.EMP.WORK.ZS,70.34999847,70.62000275,70.62999725,70.59999847,70.25,70.26000214,70.15000153,70.05999756,70.05000305,69.94999695,69.83000183,69.48000336,69.34999847,69.29000092,69.12000275,68.26000214,69.98000336,70.26000214,70.12999725,68.52999878,71.23000336,71.47000122,72.12999725,73.01999664,73.80999756,74.06999969,74.38999939,74.62000275,74.83999634,
Turkey,TUR,"Wage and salaried workers, total (% of total employment) (modeled ILO estimate)",SL.EMP.WORK.ZS,51.49000168,51.66999817,52.06999969,51.72000122,52.15000153,52.70000076,53.43999863,53.79999924,53.45000076,54.25,53.34999847,53.99000168,54.65000153,56.02999878,57.54000092,58.90000153,60.45999908,60.99000168,60.02999878,60.90000153,61.70999908,62.93000031,64.06999969,66.05999756,67.13999939,67.55000305,67.26999664,67.98999786,68.45999908,
Tuvalu,TUV,"Wage and salaried workers, total (% of total employment) (modeled ILO estimate)",SL.EMP.WORK.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tanzania,TZA,"Wage and salaried workers, total (% of total employment) (modeled ILO estimate)",SL.EMP.WORK.ZS,7.309999943,7.360000134,7.349999905,7.300000191,7.309999943,7.329999924,7.389999866,7.579999924,7.639999866,7.710000038,7.909999847,8.359999657,8.859999657,9.210000038,9.640000343,10.18999958,10.52999973,10.97999954,10.97000027,11.68999958,12.68000031,12.76000023,13.14000034,13.39999962,13.76000023,14.34000015,14.90999985,15.73999977,16.31999969,
Uganda,UGA,"Wage and salaried workers, total (% of total employment) (modeled ILO estimate)",SL.EMP.WORK.ZS,11.07999992,11.09000015,11.31999969,11.46000004,11.81999969,12.23999977,12.55000019,12.77000046,13.15999985,13.32999992,13.68000031,14.28999996,14.48999977,15.14000034,15.71000004,16.45000076,17.47999954,18.21999931,18.11000061,18.72999954,19.89999962,20.48999977,20.78000069,20.96999931,21.35000038,21.69000053,21.70000076,22.25,22.69000053,
Ukraine,UKR,"Wage and salaried workers, total (% of total employment) (modeled ILO estimate)",SL.EMP.WORK.ZS,93.81999969,93.38999939,92.81999969,91.87999725,90.72000122,89.33000183,87.81999969,86.34999847,84.87999725,83.59999847,82.80999756,82.20999908,81.94999695,82.18000031,82.18000031,82.29000092,82.55000305,82.72000122,81.51999664,81.08999634,80.73000336,81.23000336,80.87999725,84.12999725,84.06999969,84.36000061,84.29000092,84.16999817,85.05999756,
Upper middle income,UMC,"Wage and salaried workers, total (% of total employment) (modeled ILO estimate)",SL.EMP.WORK.ZS,42.87856166,43.53428353,44.20053226,44.83741908,45.38139919,45.98995319,46.2086083,46.48710281,46.48185454,47.13595399,47.71529875,48.40000596,49.11690324,50.10322434,51.06175327,52.19733679,53.51630208,54.49881916,55.1226812,56.13878023,56.78937803,57.44976841,58.04116815,58.65465709,58.92304382,59.13733873,59.38476377,59.8968253,60.51533397,
Uruguay,URY,"Wage and salaried workers, total (% of total employment) (modeled ILO estimate)",SL.EMP.WORK.ZS,72.01000214,72.19999695,72.18000031,72.37999725,72.30999756,72.51000214,72.84999847,73.01000214,72.69999695,73.05999756,71.23000336,70.12000275,70.26999664,70.51999664,71.37000275,70.22000122,70.12000275,70.5,70.75,71.5,71.91000366,72.88999939,72.68000031,73.20999908,72.68000031,72.15000153,71.95999908,71.81999969,71.45999908,
United States,USA,"Wage and salaried workers, total (% of total employment) (modeled ILO estimate)",SL.EMP.WORK.ZS,90.98000336,91.30000305,91.18000031,91.19999695,91.44000244,91.55999756,91.73000336,92.05999756,92.33999634,92.44000244,92.51999664,92.63999939,92.43000031,92.43000031,92.52999878,92.59999847,92.77999878,92.98000336,92.91000366,92.95999908,93.18000031,93.25,93.41000366,93.55000305,93.55999756,93.61000061,93.75,93.72000122,93.91000366,
Uzbekistan,UZB,"Wage and salaried workers, total (% of total employment) (modeled ILO estimate)",SL.EMP.WORK.ZS,65.62000275,64.33000183,62.99000168,61.41999817,59.66999817,57.97000122,56.66999817,55.50999832,54.61000061,53.81000137,53.15000153,52.63000107,52.20000076,52.24000168,52.47000122,52.95999908,53.84999847,54.93000031,56.09999847,57.18000031,58.06000137,58.81000137,59.68999863,60.63999939,61.72999954,62.81999969,63.79000092,64.80999756,65.90000153,
St. Vincent and the Grenadines,VCT,"Wage and salaried workers, total (% of total employment) (modeled ILO estimate)",SL.EMP.WORK.ZS,74.19999695,74.27999878,74.33000183,74.23999786,74.37999725,74.33999634,74.41000366,74.48999786,74.47000122,74.38999939,74.30999756,74.48000336,74.80999756,74.94000244,74.91999817,75.30000305,75.44999695,75.37000275,75.08999634,74.69000244,74.44999695,74.33999634,74.29000092,74.18000031,74.11000061,74.05999756,73.95999908,73.94999695,73.77999878,
"Venezuela, RB",VEN,"Wage and salaried workers, total (% of total employment) (modeled ILO estimate)",SL.EMP.WORK.ZS,62.36000061,62.56999969,62.34000015,61.70999908,62.09999847,61.27000046,63.86999893,60.38000107,59.22999954,58.02999878,59.04000092,60.08000183,59.59000015,62.11000061,63.45000076,64.62000275,66.05000305,65.37999725,64.75,63.34000015,64.01999664,64.77999878,64.80999756,64.25,63.40000153,61.97000122,60.5,58.81999969,56.36999893,
British Virgin Islands,VGB,"Wage and salaried workers, total (% of total employment) (modeled ILO estimate)",SL.EMP.WORK.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Virgin Islands (U.S.),VIR,"Wage and salaried workers, total (% of total employment) (modeled ILO estimate)",SL.EMP.WORK.ZS,94.31999969,94.30999756,94.29000092,94.30999756,94.30999756,94.30999756,94.30999756,94.30000305,94.29000092,94.31999969,94.29000092,94.26000214,94.22000122,94.23000336,94.26999664,94.31999969,94.37999725,94.36000061,94.23000336,94.25,94.06999969,93.86000061,93.66999817,93.58999634,93.54000092,93.51999664,93.44000244,93.41999817,93.37000275,
Vietnam,VNM,"Wage and salaried workers, total (% of total employment) (modeled ILO estimate)",SL.EMP.WORK.ZS,11.22999954,11.97000027,12.77999973,13.94999981,15.35000038,16.89999962,18.57999992,21.25,18.45999908,18.87000084,21.25,20.72999954,22.18000031,25.56999969,27.54999924,29.38999939,31.15999985,32.49000168,33.63999939,33.86000061,34.68000031,34.79000092,34.86000061,35.66999817,39.34000015,41.25,42.84999847,43.93999863,45.70000076,
